اسم الخدمة,RAG_Content,القطاع,خطوات الخدمة,المستندات المطلوبة,سعر الخدمة,رابط الخدمة
استعلام رصيد المدفوعات الحكومية,"اسم الخدمة: استعلام رصيد المدفوعات الحكومية
القطاع: وزارة الداخلية
الفئة المستهدفة: أفراد
وصف الخدمة: معرفة المبالغ المالية الفائضة أو المودعة في حساب المستفيد لدى الوزارة (سداد) ولم تستخدم بعد.
خطوات الخدمة: 1. الدخول لأبشر;2. استعلامات;3. رصيد مدفوعات الخدمات الحكومية;4. عرض الرصيد المتاح.
المستندات المطلوبة: توفر رقم الهوية الوطنية أو الإقامة.
رسوم الخدمة: مجانية",وزارة الداخلية,1. الدخول لأبشر;2. استعلامات;3. رصيد مدفوعات الخدمات الحكومية;4. عرض الرصيد المتاح.,توفر رقم الهوية الوطنية أو الإقامة.,مجانية,https://my.gov.sa/ar/services/538559
استعلام رصيد المدفوعات الحكومية,"رسوم الخدمة: مجانية
الرابط الرسمي: https://my.gov.sa/ar/services/538559",وزارة الداخلية,1. الدخول لأبشر;2. استعلامات;3. رصيد مدفوعات الخدمات الحكومية;4. عرض الرصيد المتاح.,توفر رقم الهوية الوطنية أو الإقامة.,مجانية,https://my.gov.sa/ar/services/538559
استعلام عن البصمة,"اسم الخدمة: استعلام عن البصمة
القطاع: وزارة الداخلية
الفئة المستهدفة: أفراد
وصف الخدمة: التحقق مما إذا كانت البصمة الحيوية للمستفيد (المواطن أو المقيم) مسجلة في النظام الآلي أم لا.
خطوات الخدمة: 1. الدخول لأبشر;2. استعلامات;3. استعلام عن البصمة;4. إدخال رقم الهوية والرمز المرئي.
المستندات المطلوبة: توفر رقم الهوية أو الإقامة.
رسوم الخدمة: مجانية
الرابط الرسمي: https://my.gov.sa/ar/services/538562",وزارة الداخلية,1. الدخول لأبشر;2. استعلامات;3. استعلام عن البصمة;4. إدخال رقم الهوية والرمز المرئي.,توفر رقم الهوية أو الإقامة.,مجانية,https://my.gov.sa/ar/services/538562
استعلام أحقية القيام بالحج (عام),"اسم الخدمة: استعلام أحقية القيام بالحج (عام)
القطاع: وزارة الداخلية
الفئة المستهدفة: أفراد
وصف الخدمة: خدمة عامة للتحقق من الأهلية النظامية لأداء فريضة الحج (لمرة كل 5 سنوات) للمواطن والمقيم.
خطوات الخدمة: 1. الدخول لمنصة أبشر;2. خدمات الحج;3. استعلام أحقية الحج;4. إدخال رقم الهوية.
المستندات المطلوبة: رقم الهوية الوطنية أو هوية مقيم.
رسوم الخدمة: مجانية",وزارة الداخلية,1. الدخول لمنصة أبشر;2. خدمات الحج;3. استعلام أحقية الحج;4. إدخال رقم الهوية.,رقم الهوية الوطنية أو هوية مقيم.,مجانية,https://my.gov.sa/ar/services/538565
استعلام أحقية القيام بالحج (عام),"رسوم الخدمة: مجانية
الرابط الرسمي: https://my.gov.sa/ar/services/538565",وزارة الداخلية,1. الدخول لمنصة أبشر;2. خدمات الحج;3. استعلام أحقية الحج;4. إدخال رقم الهوية.,رقم الهوية الوطنية أو هوية مقيم.,مجانية,https://my.gov.sa/ar/services/538565
استعلام عن تصريح دخول مكة,"اسم الخدمة: استعلام عن تصريح دخول مكة
القطاع: وزارة الداخلية
الفئة المستهدفة: أفراد
وصف الخدمة: التأكد من حالة وصلاحية تصاريح دخول العاصمة المقدسة الصادرة للأفراد خلال موسم الحج.
خطوات الخدمة: 1. الدخول لأبشر;2. استعلامات;3. تصاريح دخول مكة;4. عرض حالة التصريح.
المستندات المطلوبة: وجود تصريح صادر مسبقاً خلال فترة المنع.
رسوم الخدمة: مجانية
الرابط الرسمي: https://my.gov.sa/ar/services/538568",وزارة الداخلية,1. الدخول لأبشر;2. استعلامات;3. تصاريح دخول مكة;4. عرض حالة التصريح.,وجود تصريح صادر مسبقاً خلال فترة المنع.,مجانية,https://my.gov.sa/ar/services/538568
استعلام عن صلاحية الإقامة,"اسم الخدمة: استعلام عن صلاحية الإقامة
القطاع: الجوازات
الفئة المستهدفة: أفراد
وصف الخدمة: التحقق من تاريخ انتهاء هوية مقيم لضمان تجديدها في الموعد المحدد وتجنب الغرامات.
خطوات الخدمة: 1. الدخول لمنصة أبشر;2. استعلامات الجوازات;3. صلاحية الإقامة;4. إدخال رقم الإقامة والرمز المرئي.
المستندات المطلوبة: توفر رقم الإقامة.
رسوم الخدمة: مجانية
الرابط الرسمي: https://my.gov.sa/ar/services/538520",الجوازات,1. الدخول لمنصة أبشر;2. استعلامات الجوازات;3. صلاحية الإقامة;4. إدخال رقم الإقامة والرمز المرئي.,توفر رقم الإقامة.,مجانية,https://my.gov.sa/ar/services/538520
استعلام تفاصيل المخالفات المرورية,"اسم الخدمة: استعلام تفاصيل المخالفات المرورية
القطاع: المرور
الفئة المستهدفة: أفراد
وصف الخدمة: عرض بيانات دقيقة حول المخالفات المسجلة (المكان، الوقت، النوع، والصورة إن وجدت).
خطوات الخدمة: 1. الدخول لأبشر;2. استعلامات المرور;3. تفاصيل المخالفات المرورية;4. اختيار المخالفة وعرض بيانات ساهر.
المستندات المطلوبة: رقم الهوية الوطنية أو رقم المخالفة.
رسوم الخدمة: مجانية (للاستعلام)",المرور,1. الدخول لأبشر;2. استعلامات المرور;3. تفاصيل المخالفات المرورية;4. اختيار المخالفة وعرض بيانات ساهر.,رقم الهوية الوطنية أو رقم المخالفة.,مجانية (للاستعلام),https://my.gov.sa/ar/services/538523
استعلام تفاصيل المخالفات المرورية,"رسوم الخدمة: مجانية (للاستعلام)
الرابط الرسمي: https://my.gov.sa/ar/services/538523",المرور,1. الدخول لأبشر;2. استعلامات المرور;3. تفاصيل المخالفات المرورية;4. اختيار المخالفة وعرض بيانات ساهر.,رقم الهوية الوطنية أو رقم المخالفة.,مجانية (للاستعلام),https://my.gov.sa/ar/services/538523
إصدار شهادة الميلاد (تبليغ ولادة),"اسم الخدمة: إصدار شهادة الميلاد (تبليغ ولادة)
القطاع: الأحوال المدنية
الفئة المستهدفة: أفراد
وصف الخدمة: إتمام إجراءات إصدار شهادة الميلاد الأصلية للمولود إلكترونياً بناءً على التبليغ الصحي.
خطوات الخدمة: 1. الدخول لأبشر;2. خدمات الأحوال المدنية;3. إصدار شهادة ميلاد;4. تأكيد البيانات وطلب التوصيل للمنزل.",الأحوال المدنية,1. الدخول لأبشر;2. خدمات الأحوال المدنية;3. إصدار شهادة ميلاد;4. تأكيد البيانات وطلب التوصيل للمنزل.,تبليغ إلكتروني من المستشفى، أن يكون الطلب خلال 30 يوماً من الولادة، وجود عنوان وطني.,مجانية,https://my.gov.sa/ar/services/454922
إصدار شهادة الميلاد (تبليغ ولادة),"المستندات المطلوبة: تبليغ إلكتروني من المستشفى، أن يكون الطلب خلال 30 يوماً من الولادة، وجود عنوان وطني.
رسوم الخدمة: مجانية
الرابط الرسمي: https://my.gov.sa/ar/services/454922",الأحوال المدنية,1. الدخول لأبشر;2. خدمات الأحوال المدنية;3. إصدار شهادة ميلاد;4. تأكيد البيانات وطلب التوصيل للمنزل.,تبليغ إلكتروني من المستشفى، أن يكون الطلب خلال 30 يوماً من الولادة، وجود عنوان وطني.,مجانية,https://my.gov.sa/ar/services/454922
بلاغات الاحتيال المالي,"اسم الخدمة: بلاغات الاحتيال المالي
القطاع: الأمن العام
الفئة المستهدفة: أفراد (مواطنين)
وصف الخدمة: تتيح هذه الخدمة للمستفيد الإبلاغ إلكترونيًا عن عمليات الاحتيال على البطاقات المصرفية.
خطوات الخدمة: 1. تسجيل الدخول إلى منصة أبشر. 2. اختيار خدماتي. 3. اختيار الأمن العام. 4. اختيار بلاغات الاحتيال المالي. 5. تعبئة نموذج البلاغ وإدخال التفاصيل المطلوبة. 6. إرسال البلاغ للمراجعة والمتابعة.",الأمن العام,1. تسجيل الدخول إلى منصة أبشر. 2. اختيار خدماتي. 3. اختيار الأمن العام. 4. اختيار بلاغات الاحتيال المالي. 5. تعبئة نموذج البلاغ وإدخال التفاصيل المطلوبة. 6. إرسال البلاغ للمراجعة والمتابعة.,توفر حساب أبشر وتعبئة النموذج الإلكتروني بدقة,مجانية,https://www.absher.sa
بلاغات الاحتيال المالي,"المستندات المطلوبة: توفر حساب أبشر وتعبئة النموذج الإلكتروني بدقة
رسوم الخدمة: مجانية
الرابط الرسمي: https://www.absher.sa",الأمن العام,1. تسجيل الدخول إلى منصة أبشر. 2. اختيار خدماتي. 3. اختيار الأمن العام. 4. اختيار بلاغات الاحتيال المالي. 5. تعبئة نموذج البلاغ وإدخال التفاصيل المطلوبة. 6. إرسال البلاغ للمراجعة والمتابعة.,توفر حساب أبشر وتعبئة النموذج الإلكتروني بدقة,مجانية,https://www.absher.sa
بيع المركبات (مبايعة),"اسم الخدمة: بيع المركبات (مبايعة)
القطاع: المرور
الفئة المستهدفة: أفراد (مواطن ومقيم)
وصف الخدمة: تتيح للمستفيدين إتمام إجراءات بيع ونقل ملكية المركبة إلكترونيًا عبر منصة أبشر باستخدام نظام الدفع الآمن.",المرور,1. تسجيل الدخول إلى أبشر (البائع). 2. اختيار خدمات المركبات ثم بيع المركبات. 3. إدخال بيانات المشتري والسعر والآيبان. 4. تأكيد الطلب من قبل المشتري خلال ساعة. 5. تحويل المبلغ عبر نظام الدفع في أبشر. 6. إتمام النقل وتحديث السجلات.,وجود فحص دوري ساري وتأمين ساري وعدم وجود مخالفات مرورية,رسوم نقل الملكية المقررة,https://www.absher.sa
بيع المركبات (مبايعة),"خطوات الخدمة: 1. تسجيل الدخول إلى أبشر (البائع). 2. اختيار خدمات المركبات ثم بيع المركبات. 3. إدخال بيانات المشتري والسعر والآيبان. 4. تأكيد الطلب من قبل المشتري خلال ساعة. 5. تحويل المبلغ عبر نظام الدفع في أبشر. 6. إتمام النقل وتحديث السجلات.
المستندات المطلوبة: وجود فحص دوري ساري وتأمين ساري وعدم وجود مخالفات مرورية
رسوم الخدمة: رسوم نقل الملكية المقررة
الرابط الرسمي: https://www.absher.sa",المرور,1. تسجيل الدخول إلى أبشر (البائع). 2. اختيار خدمات المركبات ثم بيع المركبات. 3. إدخال بيانات المشتري والسعر والآيبان. 4. تأكيد الطلب من قبل المشتري خلال ساعة. 5. تحويل المبلغ عبر نظام الدفع في أبشر. 6. إتمام النقل وتحديث السجلات.,وجود فحص دوري ساري وتأمين ساري وعدم وجود مخالفات مرورية,رسوم نقل الملكية المقررة,https://www.absher.sa
نقل اللوحات,"اسم الخدمة: نقل اللوحات
القطاع: المرور
الفئة المستهدفة: أفراد (مواطن ومقيم وزائر)
وصف الخدمة: تتيح لمالك اللوحة تبديل اللوحات بين مركباته الشخصية أو استبدالها مع لوحة مركبة يملكها شخص آخر.
خطوات الخدمة: 1. تسجيل الدخول إلى أبشر. 2. اختيار المركبات ثم إدارة المركبات. 3. اختيار المركبة المعنية. 4. اختيار نقل اللوحات. 5. استكمال البيانات المطلوبة وتأكيد الطلب.",المرور,1. تسجيل الدخول إلى أبشر. 2. اختيار المركبات ثم إدارة المركبات. 3. اختيار المركبة المعنية. 4. اختيار نقل اللوحات. 5. استكمال البيانات المطلوبة وتأكيد الطلب.,ملكية المركبات المستهدفة وسداد الرسوم المرتبطة بإصدار اللوحات المادية,مجانية (للتنفيذ الرقمي),https://www.absher.sa
نقل اللوحات,"المستندات المطلوبة: ملكية المركبات المستهدفة وسداد الرسوم المرتبطة بإصدار اللوحات المادية
رسوم الخدمة: مجانية (للتنفيذ الرقمي)
الرابط الرسمي: https://www.absher.sa",المرور,1. تسجيل الدخول إلى أبشر. 2. اختيار المركبات ثم إدارة المركبات. 3. اختيار المركبة المعنية. 4. اختيار نقل اللوحات. 5. استكمال البيانات المطلوبة وتأكيد الطلب.,ملكية المركبات المستهدفة وسداد الرسوم المرتبطة بإصدار اللوحات المادية,مجانية (للتنفيذ الرقمي),https://www.absher.sa
تقدير (الفئات الخاصة),"اسم الخدمة: تقدير (الفئات الخاصة)
القطاع: الأحوال المدنية
الفئة المستهدفة: أفراد (كبار السن وذوي الإعاقة)
وصف الخدمة: تتيح طلب زيارة فريق الأحوال المدنية لموقع المستفيد لتقديم خدمات الهوية الوطنية لمن لا يستطيع الحركة.",الأحوال المدنية,1. الدخول لأبشر واختيار خدمات الأحوال المدنية ثم تقدير. 2. إدخال بيانات المستفيد والعنوان. 3. تحديد نوع الخدمة المطلوبة. 4. إرفاق التقارير الطبية (لمن هم دون 84 عاماً). 5. إرسال الطلب.,العمر فوق 85 سنة أو وجود تقرير طبي يثبت عدم القدرة على الحركة,مجانية,https://www.absher.sa
تقدير (الفئات الخاصة),"خطوات الخدمة: 1. الدخول لأبشر واختيار خدمات الأحوال المدنية ثم تقدير. 2. إدخال بيانات المستفيد والعنوان. 3. تحديد نوع الخدمة المطلوبة. 4. إرفاق التقارير الطبية (لمن هم دون 84 عاماً). 5. إرسال الطلب.
المستندات المطلوبة: العمر فوق 85 سنة أو وجود تقرير طبي يثبت عدم القدرة على الحركة
رسوم الخدمة: مجانية
الرابط الرسمي: https://www.absher.sa",الأحوال المدنية,1. الدخول لأبشر واختيار خدمات الأحوال المدنية ثم تقدير. 2. إدخال بيانات المستفيد والعنوان. 3. تحديد نوع الخدمة المطلوبة. 4. إرفاق التقارير الطبية (لمن هم دون 84 عاماً). 5. إرسال الطلب.,العمر فوق 85 سنة أو وجود تقرير طبي يثبت عدم القدرة على الحركة,مجانية,https://www.absher.sa
حجز موعد,"اسم الخدمة: حجز موعد
القطاع: الأحوال المدنية
الفئة المستهدفة: أفراد (مواطن ومقيم وزائر)
وصف الخدمة: تتيح للمستفيدين حجز موعد مسبق لمراجعة مكاتب الأحوال المدنية لتنفيذ المعاملات الميدانية.
خطوات الخدمة: 1. تسجيل الدخول لأبشر. 2. اختيار مواعيد ثم الأحوال المدنية. 3. النقر على حجز موعد جديد. 4. اختيار الخدمة والفرع والوقت. 5. تأكيد الموعد وطباعة التذكرة.",الأحوال المدنية,1. تسجيل الدخول لأبشر. 2. اختيار مواعيد ثم الأحوال المدنية. 3. النقر على حجز موعد جديد. 4. اختيار الخدمة والفرع والوقت. 5. تأكيد الموعد وطباعة التذكرة.,توفر حساب أبشر والالتزام بالموعد والوثائق المطلوبة,مجانية,https://www.absher.sa
حجز موعد,"المستندات المطلوبة: توفر حساب أبشر والالتزام بالموعد والوثائق المطلوبة
رسوم الخدمة: مجانية
الرابط الرسمي: https://www.absher.sa",الأحوال المدنية,1. تسجيل الدخول لأبشر. 2. اختيار مواعيد ثم الأحوال المدنية. 3. النقر على حجز موعد جديد. 4. اختيار الخدمة والفرع والوقت. 5. تأكيد الموعد وطباعة التذكرة.,توفر حساب أبشر والالتزام بالموعد والوثائق المطلوبة,مجانية,https://www.absher.sa
شهادة الميلاد الرقمية,"اسم الخدمة: شهادة الميلاد الرقمية
القطاع: الأحوال المدنية
الفئة المستهدفة: أفراد (مواطن ومقيم)
وصف الخدمة: تمكين المستفيد من عرض وطباعة شهادة الميلاد إلكترونياً والتحقق من صلاحيتها رقمياً.
خطوات الخدمة: 1. الدخول لأبشر واختيار الخدمات العامة. 2. اختيار التحقق من وثيقة رقمية. 3. اختيار شهادة ميلاد وإدخال البيانات. 4. عرض الوثيقة وطباعتها.",الأحوال المدنية,1. الدخول لأبشر واختيار الخدمات العامة. 2. اختيار التحقق من وثيقة رقمية. 3. اختيار شهادة ميلاد وإدخال البيانات. 4. عرض الوثيقة وطباعتها.,أن تكون الواقعة مسجلة مسبقاً في النظام الموحد,مجانية,https://www.absher.sa
شهادة الميلاد الرقمية,"المستندات المطلوبة: أن تكون الواقعة مسجلة مسبقاً في النظام الموحد
رسوم الخدمة: مجانية
الرابط الرسمي: https://www.absher.sa",الأحوال المدنية,1. الدخول لأبشر واختيار الخدمات العامة. 2. اختيار التحقق من وثيقة رقمية. 3. اختيار شهادة ميلاد وإدخال البيانات. 4. عرض الوثيقة وطباعتها.,أن تكون الواقعة مسجلة مسبقاً في النظام الموحد,مجانية,https://www.absher.sa
تأشيرة الخروج والعودة,"اسم الخدمة: تأشيرة الخروج والعودة
القطاع: الجوازات
الفئة المستهدفة: أفراد (مواطن ومقيم)
وصف الخدمة: إصدار تأشيرة السفر للخارج أو المغادرة النهائية لأفراد الأسرة أو العمالة المنزلية.
خطوات الخدمة: 1. تسجيل الدخول لأبشر. 2. اختيار خدمات التأشيرات. 3. تحديد الفرد المستهدف. 4. اختيار نوع التأشيرة والمدة. 5. إصدار وتأكيد الطلب.",الجوازات,1. تسجيل الدخول لأبشر. 2. اختيار خدمات التأشيرات. 3. تحديد الفرد المستهدف. 4. اختيار نوع التأشيرة والمدة. 5. إصدار وتأكيد الطلب.,سداد الرسوم ووجود جواز سفر ساري وتواجد الشخص داخل المملكة,200 ريال (للمفردة),https://www.absher.sa
تأشيرة الخروج والعودة,"المستندات المطلوبة: سداد الرسوم ووجود جواز سفر ساري وتواجد الشخص داخل المملكة
رسوم الخدمة: 200 ريال (للمفردة)
الرابط الرسمي: https://www.absher.sa",الجوازات,1. تسجيل الدخول لأبشر. 2. اختيار خدمات التأشيرات. 3. تحديد الفرد المستهدف. 4. اختيار نوع التأشيرة والمدة. 5. إصدار وتأكيد الطلب.,سداد الرسوم ووجود جواز سفر ساري وتواجد الشخص داخل المملكة,200 ريال (للمفردة),https://www.absher.sa
توصيل الوثائق,"اسم الخدمة: توصيل الوثائق
القطاع: وزارة الداخلية
الفئة المستهدفة: أفراد (مواطن ومقيم وزائر)
وصف الخدمة: طلب توصيل الوثائق الحكومية التي تم إصدارها عبر أبشر إلى العنوان الوطني للمستفيد.
خطوات الخدمة: 1. تسجيل الدخول لأبشر بعد إصدار وثيقة. 2. اختيار توصيل الوثائق بالبريد. 3. تحديد الوثيقة والعنوان. 4. سداد رسوم التوصيل وإرسال الطلب.",وزارة الداخلية,1. تسجيل الدخول لأبشر بعد إصدار وثيقة. 2. اختيار توصيل الوثائق بالبريد. 3. تحديد الوثيقة والعنوان. 4. سداد رسوم التوصيل وإرسال الطلب.,وجود عنوان وطني مفعل وسداد رسوم التوصيل للناقل البريدي,رسوم التوصيل (متغيرة),https://www.absher.sa
توصيل الوثائق,"المستندات المطلوبة: وجود عنوان وطني مفعل وسداد رسوم التوصيل للناقل البريدي
رسوم الخدمة: رسوم التوصيل (متغيرة)
الرابط الرسمي: https://www.absher.sa",وزارة الداخلية,1. تسجيل الدخول لأبشر بعد إصدار وثيقة. 2. اختيار توصيل الوثائق بالبريد. 3. تحديد الوثيقة والعنوان. 4. سداد رسوم التوصيل وإرسال الطلب.,وجود عنوان وطني مفعل وسداد رسوم التوصيل للناقل البريدي,رسوم التوصيل (متغيرة),https://www.absher.sa
رعاية أسر الشهداء,"اسم الخدمة: رعاية أسر الشهداء
القطاع: وزارة الداخلية
الفئة المستهدفة: أفراد (مواطنين)
وصف الخدمة: رفع طلبات الخدمات المخصصة لأسر الشهداء والمصابين مثل التوظيف والنقل.
خطوات الخدمة: 1. الدخول لأبشر واختيار رعاية أسر الشهداء والمصابين. 2. النقر على تقديم طلب جديد. 3. إكمال البيانات وإرفاق المستندات. 4. إرسال الطلب للمراجعة.
المستندات المطلوبة: أن يكون المستفيد مسجلاً ضمن سجلات الرعاية المعتمدة",وزارة الداخلية,1. الدخول لأبشر واختيار رعاية أسر الشهداء والمصابين. 2. النقر على تقديم طلب جديد. 3. إكمال البيانات وإرفاق المستندات. 4. إرسال الطلب للمراجعة.,أن يكون المستفيد مسجلاً ضمن سجلات الرعاية المعتمدة,مجانية,https://www.absher.sa
رعاية أسر الشهداء,"رسوم الخدمة: مجانية
الرابط الرسمي: https://www.absher.sa",وزارة الداخلية,1. الدخول لأبشر واختيار رعاية أسر الشهداء والمصابين. 2. النقر على تقديم طلب جديد. 3. إكمال البيانات وإرفاق المستندات. 4. إرسال الطلب للمراجعة.,أن يكون المستفيد مسجلاً ضمن سجلات الرعاية المعتمدة,مجانية,https://www.absher.sa
فرجت,"اسم الخدمة: فرجت
القطاع: المديرية العامة للسجون
الفئة المستهدفة: أفراد (مواطنين ومقيمين)
وصف الخدمة: البحث عن حالات موقوفي القضايا المالية للمساهمة في سداد مديونياتهم وإطلاق سراحهم.
خطوات الخدمة: 1. الدخول لأبشر أو منصة فرجت. 2. اختيار تصنيف الحالة (المنطقة، المبلغ). 3. الحصول على رقم فاتورة سداد. 4. المساهمة بالمبلغ عبر البنك.",المديرية العامة للسجون,1. الدخول لأبشر أو منصة فرجت. 2. اختيار تصنيف الحالة (المنطقة، المبلغ). 3. الحصول على رقم فاتورة سداد. 4. المساهمة بالمبلغ عبر البنك.,لا توجد متطلبات سوى القدرة على السداد المالي للحالة المختارة,مجانية (الخدمة تبرعية),https://www.absher.sa
فرجت,"المستندات المطلوبة: لا توجد متطلبات سوى القدرة على السداد المالي للحالة المختارة
رسوم الخدمة: مجانية (الخدمة تبرعية)
الرابط الرسمي: https://www.absher.sa",المديرية العامة للسجون,1. الدخول لأبشر أو منصة فرجت. 2. اختيار تصنيف الحالة (المنطقة، المبلغ). 3. الحصول على رقم فاتورة سداد. 4. المساهمة بالمبلغ عبر البنك.,لا توجد متطلبات سوى القدرة على السداد المالي للحالة المختارة,مجانية (الخدمة تبرعية),https://www.absher.sa
